1.05283,-0.00423188,0.158225,1.0607,0.0666893,0.0627905,1.1062,-0.398012,-0.0956813,0.703491,-0.140836,0.0096328
2.10246,0.293048,0.197467,2.11512,0.199805,0.125581,2.41818,-0.109378,0.147002,1.99505,0.0930554,0.191809
3.25527,0.589566,0.321542,3.15911,0.398823,0.188372,3.48763,0.408406,0.354539,2.97041,0.590237,0.364453
4.25341,0.94192,0.27426,4.18855,0.662958,0.251162,4.27389,1.17057,0.597449,3.79759,1.27061,0.440435
5.37242,1.27179,0.215208,5.19939,0.991169,0.313953,4.94126,1.75251,0.682867,4.96723,1.56552,0.33779
6.22457,1.55929,0.0249358,6.18765,1.38216,0.376743,5.33232,2.39365,0.846826,5.9014,1.79784,0.1943
7.4527,1.62639,-0.00234415,7.14942,1.8344,0.439534,5.61178,2.97292,0.985409,6.9711,1.84542,0.102822
8.36948,1.61338,0.117248,8.08092,2.34609,0.502324,5.7017,3.56411,1.17361,7.58118,2.05758,0.181061
9.42131,1.68231,0.258736,8.97848,2.91523,0.565115,5.78637,4.39496,1.34466,8.75082,2.28033,0.266861
10.2433,2.13182,0.285437,9.83855,3.53957,0.627905,5.73959,5.16644,1.51158,10.0648,2.22933,0.213264
11.284,2.40984,0.44292,10.6578,4.21665,0.690696,5.47189,6.14193,1.71557,10.71,2.67799,0.44469
12.1604,2.80751,0.531865,11.4329,4.94379,0.753486,4.99977,7.41088,1.87264,11.5609,3.27642,0.572413
13.1642,3.22851,0.497134,12.1608,5.71814,0.816277,4.20508,8.74823,2.06174,12.6255,3.59236,0.46096
14.1399,4.13681,0.695559,12.8387,6.53664,0.879067,3.30746,10.4095,2.0531,13.7822,4.14561,0.583727
15.077,4.89292,0.758138,13.4639,7.39607,0.941858,2.26284,12.2242,2.06011,14.8321,4.87498,0.707301
15.995,5.52108,0.89297,14.034,8.29304,1.00465,0.961183,13.8466,2.22987,15.3248,5.63737,0.858933
16.7353,6.29797,1.02122,14.5467,9.22401,1.06744,-0.549157,16.0958,2.09215,16.5447,6.64563,0.88173
17.1589,7.29105,1.00267,14.9999,10.1853,1.13023,-2.31662,17.6962,2.42444,16.9347,7.33165,0.995072
17.8238,8.25688,1.0142,15.3919,11.1732,1.19302,-4.52723,19.562,2.449,17.2271,8.35016,1.08445
18.2275,9.30345,0.914984,15.7212,12.1837,1.25581,-6.98707,21.3486,2.52353,17.9333,8.90503,0.903054
18.7933,10.1749,0.914053,15.9864,13.2128,1.3186,-9.27048,23.4556,2.29298,18.7724,9.87487,0.905539
19.4324,11.2723,0.976861,16.1865,14.2566,1.38139,-11.0448,25.4542,2.23471,19.59,10.9752,0.957113
20.0456,12.2905,0.852421,16.3207,15.3109,1.44418,-12.5657,26.9156,2.3696,20.1206,11.7492,0.934379
20.8026,13.067,0.930676,16.3885,16.3715,1.50697,-13.6079,28.6474,2.09866,20.5734,13.0638,1.03915
21.4056,13.9378,1.07407,16.3896,17.4343,1.56976,-14.1927,30.0166,2.004,21.1965,13.9027,1.02725
21.8322,14.7912,1.14159,16.324,18.4951,1.63255,-14.4414,31.4712,1.8088,22.0312,14.8583,1.02492
22.2428,15.8938,1.19198,16.1919,19.5496,1.69534,-14.1662,32.4622,1.58356,22.3063,15.7816,1.18664
22.5673,16.9596,1.40842,15.994,20.5938,1.75813,-13.2717,33.5059,1.14096,22.4842,17.0936,1.36131
22.7467,18.0593,1.46687,15.7309,21.6236,1.82092,-11.9894,34.394,0.742428,22.9758,18.1771,1.34379
22.8587,19.0776,1.44856,15.4038,22.6347,1.88372,-10.2566,34.5527,0.221657,22.936,19.0713,1.48023
22.953,20.3238,1.60491,15.0138,23.6234,1.94651,-8.19737,34.9089,0.164,22.8577,20.3638,1.5892
22.984,21.3253,1.76442,14.5625,24.5856,2.0093,-6.24059,35.0147,0.0798971,22.7689,21.2728,1.71674
22.6594,22.4361,1.9472,14.0518,25.5177,2.07209,-4.22679,34.9903,0.0162404,22.4657,22.2488,1.87477
22.1649,23.3515,1.86775,13.4836,26.4158,2.13488,-2.28344,34.6013,-0.165611,22.0101,22.9817,1.9565
21.8693,24.397,1.72674,12.8602,27.2765,2.19767,-0.332594,34.8332,0.152372,21.8436,24.1307,1.78415
21.8342,25.5454,1.82568,12.1839,28.0964,2.26046,1.53472,35.1419,0.219301,21.4488,25.5475,1.80018
21.7671,26.3358,2.05707,11.4576,28.8723,2.32325,3.44223,34.9453,-0.0420877,21.4237,26.2498,1.90991
21.1923,27.4476,2.21018,10.684,29.601,2.38604,5.67292,34.5848,-0.142818,21.2015,27.0658,2.0361
20.5235,28.2517,2.32749,9.86618,30.2798,2.44883,8.14239,33.955,-0.237507,20.429,28.0062,2.24345
19.8391,28.9384,2.45964,9.0074,30.9059,2.51162,10.7727,33.1734,-0.267178,19.7833,28.7581,2.34577
19.0577,29.5763,2.39853,8.11102,31.4769,2.57441,13.4356,32.4167,-0.233274,19.2914,29.4932,2.30313
18.3014,30.1078,2.29364,7.18058,31.9905,2.6372,16.036,31.2782,-0.443085,19.0165,29.7952,2.32882
17.4174,31.0038,2.42817,6.21974,32.4447,2.69999,18.6472,30.4549,-0.236235,18.0176,30.5296,2.43948
16.5278,31.5963,2.56508,5.2323,32.8378,2.76278,21.0736,29.4442,-0.393211,17.6887,30.7804,2.50265
15.6328,32.0424,2.72072,4.22214,33.1681,2.82557,23.3303,28.9267,-0.168754,16.9679,31.4072,2.56644
14.4568,32.3663,2.76333,3.19324,33.4343,2.88837,25.0965,28.0684,-0.411937,16.1197,31.7,2.75418
13.5471,32.5734,3.04426,2.14966,33.6355,2.95116,26.7121,26.9801,-0.585189,15.3492,31.603,3.07082
12.5777,32.6982,3.33645,1.09552,33.7708,3.01395,28.2174,26.4704,-0.353252,14.9359,31.6968,3.2175
11.6284,32.4182,3.40006,0.0349609,33.8397,3.07674,29.0607,25.4211,-0.690801,13.8605,31.4995,3.39294
10.6654,32.1689,3.43929,-1.02783,33.8419,3.13953,29.725,24.3382,-0.888661,13.1342,31.0903,3.49724
9.78074,32.0977,3.44678,-2.08838,33.9107,3.07674,30.1167,23.9402,-0.89187,12.4178,31.1439,3.39653
8.9144,31.7568,3.31299,-3.14253,34.046,3.01395,30.1385,23.0294,-1.22509,11.455,30.7806,3.41607
7.92575,31.7131,3.12932,-4.1861,34.2472,2.95116,29.8388,22.4642,-1.50263,10.5119,30.6056,3.2934
6.78724,32.0554,3.13176,-5.215,34.5135,2.88837,29.6214,22.0888,-1.65091,9.86307,30.4962,3.21839
5.78483,32.1186,3.01338,-6.22516,34.8438,2.82557,29.2924,21.8391,-1.83562,9.26488,30.443,3.09977
4.73135,32.4972,3.19343,-7.21261,35.2368,2.76278,29.2674,21.7888,-1.86297,8.80463,30.5956,3.06578
3.44292,32.6316,3.08912,-8.17344,35.691,2.69999,29.1206,21.4854,-1.91957,8.14059,30.576,3.07317
2.44412,32.8489,3.15089,-9.10389,36.2046,2.6372,29.1241,21.3868,-1.93001,7.48114,30.7742,3.07328
1.44409,33.0369,3.11876,-10.0003,36.7756,2.57441,29.2604,20.7401,-1.778,6.03288,30.9314,3.20879
0.524799,33.051,3.02115,-10.859,37.4017,2.51162,29.3387,20.3179,-1.72752,4.3169,31.4261,3.08243
-0.511051,33.2444,3.00206,-11.6768,38.0805,2.44883,29.4338,19.6388,-1.65362,1.80866,32.0339,3.09051
-1.55172,33.4883,3.03253,-12.4504,38.8093,2.38604,29.618,19.3589,-1.57863,-0.162958,32.7641,2.98353
