1.20179,-0.120266,0.187603,1.0607,0.0666893,0.0627905,1.15539,0.227674,0.115335,0.868545,0.325149,0.223763
2.2639,0.248228,0.33826,2.11512,0.199805,0.125581,2.23787,0.399282,0.168967,1.51993,0.726374,0.385367
3.25333,0.666076,0.344721,3.15911,0.398823,0.188372,3.40015,0.313921,0.0627234,2.60519,0.758441,0.309926
4.04839,1.24532,0.471382,4.18855,0.662958,0.251162,4.62421,1.03055,0.414818,3.79255,1.42168,0.489947
4.84723,1.89867,0.572553,5.19939,0.991169,0.313953,5.38854,1.65597,0.571616,4.18846,2.2015,0.670745
5.76858,2.51062,0.703271,6.18765,1.38216,0.376743,6.32976,2.23407,0.590525,5.41252,2.70442,0.658387
6.51488,3.11506,0.80736,7.14942,1.8344,0.439534,7.15613,3.00405,0.705375,6.21802,3.45151,0.772419
7.2288,3.93976,1.00411,8.08092,2.34609,0.502324,7.88674,3.49299,0.695799,6.70704,4.03282,0.907051
7.68798,4.84364,1.08886,8.97848,2.91523,0.565115,8.65342,4.24305,0.766591,7.17037,4.96169,1.06783
8.13283,5.56809,1.20067,9.83855,3.53957,0.627905,9.32977,5.17366,0.890216,7.59514,6.03203,1.16768
8.34491,6.63223,1.43594,10.6578,4.21665,0.690696,9.92085,6.08384,0.974434,7.81266,7.11373,1.33674
8.46477,7.71228,1.53503,11.4329,4.94379,0.753486,10.6443,6.66817,0.885084,8.35619,7.77326,1.39165
8.3822,8.9569,1.94485,12.1608,5.71814,0.816277,11.4791,7.4811,0.845767,8.39629,8.98283,1.64674
7.80655,9.87385,2.01985,12.8387,6.53664,0.879067,12.2319,7.56961,0.66297,8.11966,9.51185,1.91914
7.38052,10.8642,1.86357,13.4639,7.39607,0.941858,12.9824,8.0805,0.672316,7.95071,10.5044,1.83022
6.63713,11.9811,2.03944,14.034,8.29304,1.00465,13.4739,8.20492,0.626055,7.2085,11.1801,2.06401
5.99969,13.0127,2.10724,14.5467,9.22401,1.06744,14.0373,8.87597,0.76776,6.69724,12.3347,2.03117
5.25531,13.9646,2.21422,14.9999,10.1853,1.13023,14.5244,9.34803,0.816113,6.46521,13.1557,2.05728
4.61996,14.9053,2.23898,15.3919,11.1732,1.19302,14.6211,10.1207,1.09277,5.5446,14.3126,2.16283
3.90044,15.5349,2.27426,15.7212,12.1837,1.25581,14.556,10.4113,1.27132,5.14484,14.7863,2.24935
3.22441,16.1854,2.26304,15.9864,13.2128,1.3186,14.1632,10.9647,1.62081,4.55465,15.4318,2.2798
2.44751,16.984,2.30146,16.1865,14.2566,1.38139,13.5418,11.4764,1.99324,4.21938,15.8925,2.31927
1.57717,17.7055,2.38557,16.3207,15.3109,1.44418,12.5769,12.2202,2.33069,3.82703,16.4752,2.31772
0.641285,18.4018,2.43663,16.3885,16.3715,1.50697,11.2599,12.753,2.67702,3.27511,16.7562,2.47073
-0.233759,19.0548,2.64425,16.3896,17.4343,1.56976,10.2136,14.2747,2.24218,3.05954,17.6757,2.33035
-1.3341,19.5609,2.75857,16.324,18.4951,1.63255,9.55839,14.5264,2.49006,2.53897,17.8083,2.67244
-2.22446,20.0367,2.85789,16.1919,19.5496,1.69534,8.7161,14.8942,2.63514,2.15127,17.9773,2.76814
-3.35839,19.9994,2.85046,15.994,20.5938,1.75813,7.77671,14.8766,2.91282,1.33068,17.9646,2.94875
-4.3365,20.2902,2.86487,15.7309,21.6236,1.82092,6.76713,15.1127,2.93898,0.352028,18.1488,2.99948
-5.31261,20.5835,2.88422,15.4038,22.6347,1.88372,5.73193,15.7429,2.7533,-0.768039,18.709,2.83989
-6.21823,20.659,2.81279,15.0138,23.6234,1.94651,4.74945,15.8553,2.92399,-2.96808,19.3345,2.89059
-7.401,21.0594,2.90713,14.5625,24.5856,2.0093,3.7463,16.2572,2.859,-6.37543,20.5774,2.92592
-8.61988,21.2588,2.96843,14.0518,25.5177,2.07209,2.76096,16.5824,2.86606,-8.0021,21.0053,2.99484
-9.69448,21.5037,3.15324,13.4836,26.4158,2.13488,1.80681,16.6395,3.0003,-9.0938,20.987,3.18741
-10.7651,21.516,3.31239,12.8602,27.2765,2.19767,0.805091,16.9264,2.95213,-10.598,21.2286,3.23711
-11.476,21.4616,3.54306,12.1839,28.0964,2.26046,-0.102055,17.2698,2.89012,-11.207,21.2689,3.40294
-12.4884,20.859,3.77712,11.4576,28.8723,2.32325,-1.00054,16.7715,3.29002,-12.1381,20.7029,3.7024
-13.209,20.1968,3.91147,10.684,29.601,2.38604,-2.07314,16.6214,3.31445,-12.6805,20.2618,3.84238
-13.7911,19.4838,3.81541,9.86618,30.2798,2.44883,-3.30144,16.0666,3.52075,-13.605,19.4473,3.89021
-14.3565,18.6614,3.89591,9.0074,30.9059,2.51162,-4.66082,15.9126,3.37561,-14.1952,18.8646,3.92902
-15.0398,17.9938,3.96548,8.11102,31.4769,2.57441,-6.00701,15.7505,3.32846,-14.5749,18.2397,4.00784
-15.8847,17.0301,4.29595,7.18058,31.9905,2.6372,-7.21993,14.5646,3.8442,-15.5343,16.8028,4.1736
-16.287,15.9425,4.48879,6.21974,32.4447,2.69999,-8.4798,14.0886,3.65197,-15.8956,15.9195,4.38823
-16.4094,14.9976,4.402,5.2323,32.8378,2.76278,-9.72893,13.4801,3.63845,-16.0332,14.9095,4.47222
-16.7019,13.8616,4.56543,4.22214,33.1681,2.82557,-10.9237,12.7891,3.68585,-16.4223,13.903,4.48475
-16.8984,12.7964,4.70308,3.19324,33.4343,2.88837,-11.8865,11.9504,3.82496,-16.4832,12.8165,4.66645
-17.0957,11.6761,4.79702,2.14966,33.6355,2.95116,-12.8295,11.151,3.86495,-16.6449,11.8184,4.71145
-16.8796,10.682,4.70842,1.09552,33.7708,3.01395,-13.7439,10.2951,3.90927,-16.828,10.7826,4.6813
-16.943,9.65622,4.87107,0.0349609,33.8397,3.07674,-14.4564,9.63585,3.92957,-16.8304,10.0187,4.7818
-16.7193,8.58967,4.98815,-1.02783,33.8419,3.13953,-14.8018,8.30161,4.31039,-16.5375,8.58413,4.91414
-16.4484,7.60315,4.88479,-2.08838,33.9107,3.07674,-15.1457,7.34657,4.30883,-16.3538,7.58086,4.86691
-16.4163,6.49217,4.81292,-3.14253,34.046,3.01395,-15.5578,6.27093,4.30528,-16.4413,6.43637,4.71851
-16.3588,5.54988,4.83543,-4.1861,34.2472,2.95116,-15.719,5.54267,4.3386,-16.2312,5.72507,4.82381
-16.3776,4.58223,4.72832,-5.215,34.5135,2.88837,-15.9964,4.44387,4.38582,-16.3234,4.56882,4.7103
-16.5237,3.52782,4.67162,-6.22516,34.8438,2.82557,-16.1624,3.42472,4.44372,-16.2948,3.53704,4.67721
-16.6586,2.52045,4.57732,-7.21261,35.2368,2.76278,-16.5504,2.23407,4.39167,-16.7162,2.30706,4.52537
-16.7699,1.69383,4.48529,-8.17344,35.691,2.69999,-16.8476,1.4943,4.33066,-16.8076,1.61825,4.50484
-17.0988,0.757166,4.54233,-9.10389,36.2046,2.6372,-17.0545,0.789436,4.33078,-16.8648,0.928559,4.53837
